Calibration values (ps) from cell 0 to 1024 :

00000.000	00001.028	00002.051	00003.058	00004.061	00005.078	00006.084	00007.098	cell = 0 to 7
00008.132	00009.142	00010.132	00011.133	00012.138	00013.144	00014.154	00015.176	cell = 8 to 15
00016.226	00017.276	00018.308	00019.347	00020.387	00021.439	00022.493	00023.534	cell = 16 to 23
00024.585	00025.656	00026.701	00027.709	00028.708	00029.719	00030.734	00031.748	cell = 24 to 31
00032.779	00033.822	00034.849	00035.872	00036.916	00037.948	00038.991	00040.015	cell = 32 to 39
00041.048	00042.082	00043.117	00044.126	00045.105	00046.102	00047.129	00048.160	cell = 40 to 47
00049.198	00050.242	00051.285	00052.321	00053.358	00054.401	00055.435	00056.474	cell = 48 to 55
00057.512	00058.578	00059.631	00060.669	00061.691	00062.704	00063.732	00064.770	cell = 56 to 63
00065.805	00066.831	00067.874	00068.896	00069.926	00070.954	00072.001	00073.066	cell = 64 to 71
00074.107	00075.150	00076.180	00077.190	00078.185	00079.181	00080.197	00081.212	cell = 72 to 79
00082.235	00083.272	00084.299	00085.348	00086.397	00087.444	00088.502	00089.553	cell = 80 to 87
00090.583	00091.586	00092.586	00093.579	00094.581	00095.590	00096.600	00097.628	cell = 88 to 95
00098.644	00099.665	00100.690	00101.720	00102.765	00103.800	00104.806	00105.794	cell = 96 to 103
00106.802	00107.827	00108.840	00109.859	00110.895	00111.926	00112.953	00113.977	cell = 104 to 111
00115.001	00116.037	00117.058	00118.082	00119.126	00120.172	00121.211	00122.239	cell = 112 to 119
00123.270	00124.327	00125.386	00126.433	00127.460	00128.492	00129.510	00130.533	cell = 120 to 127
00131.558	00132.580	00133.609	00134.624	00135.635	00136.655	00137.671	00138.678	cell = 128 to 135
00139.661	00140.646	00141.652	00142.670	00143.680	00144.683	00145.677	00146.680	cell = 136 to 143
00147.695	00148.702	00149.708	00150.730	00151.748	00152.764	00153.777	00154.809	cell = 144 to 151
00155.835	00156.857	00157.894	00158.946	00159.994	00161.011	00162.023	00163.018	cell = 152 to 159
00163.999	00164.987	00165.969	00166.970	00167.974	00168.998	00170.021	00171.039	cell = 160 to 167
00172.068	00173.094	00174.119	00175.137	00176.154	00177.143	00178.124	00179.097	cell = 168 to 175
00180.083	00181.077	00182.086	00183.093	00184.102	00185.100	00186.093	00187.079	cell = 176 to 183
00188.058	00189.026	00189.999	00190.973	00191.949	00192.917	00193.893	00194.858	cell = 184 to 191
00195.826	00196.816	00197.818	00198.821	00199.812	00200.797	00201.773	00202.755	cell = 192 to 199
00203.737	00204.721	00205.731	00206.728	00207.723	00208.723	00209.720	00210.725	cell = 200 to 207
00211.736	00212.749	00213.757	00214.762	00215.747	00216.690	00217.643	00218.604	cell = 208 to 215
00219.574	00220.563	00221.559	00222.553	00223.552	00224.537	00225.534	00226.550	cell = 216 to 223
00227.569	00228.584	00229.581	00230.551	00231.523	00232.505	00233.491	00234.485	cell = 224 to 231
00235.489	00236.522	00237.545	00238.559	00239.562	00240.561	00241.566	00242.571	cell = 232 to 239
00243.581	00244.584	00245.572	00246.557	00247.538	00248.513	00249.513	00250.531	cell = 240 to 247
00251.536	00252.519	00253.493	00254.467	00255.460	00256.464	00257.496	00258.520	cell = 248 to 255
00259.533	00260.537	00261.537	00262.526	00263.518	00264.515	00265.515	00266.522	cell = 256 to 263
00267.534	00268.527	00269.511	00270.484	00271.463	00272.465	00273.484	00274.505	cell = 264 to 271
00275.490	00276.456	00277.425	00278.410	00279.411	00280.415	00281.418	00282.417	cell = 272 to 279
00283.418	00284.421	00285.406	00286.373	00287.343	00288.327	00289.316	00290.326	cell = 280 to 287
00291.339	00292.355	00293.363	00294.368	00295.362	00296.365	00297.387	00298.395	cell = 288 to 295
00299.385	00300.379	00301.380	00302.365	00303.335	00304.311	00305.297	00306.308	cell = 296 to 303
00307.316	00308.326	00309.336	00310.331	00311.321	00312.310	00313.312	00314.325	cell = 304 to 311
00315.339	00316.337	00317.335	00318.340	00319.337	00320.304	00321.274	00322.246	cell = 312 to 319
00323.236	00324.241	00325.246	00326.262	00327.292	00328.298	00329.280	00330.258	cell = 320 to 327
00331.242	00332.209	00333.190	00334.158	00335.123	00336.089	00337.040	00338.000	cell = 328 to 335
00338.955	00339.941	00340.943	00341.953	00342.959	00343.941	00344.919	00345.872	cell = 336 to 343
00346.810	00347.780	00348.792	00349.792	00350.763	00351.720	00352.651	00353.589	cell = 344 to 351
00354.533	00355.493	00356.454	00357.415	00358.388	00359.393	00360.398	00361.383	cell = 352 to 359
00362.356	00363.331	00364.314	00365.316	00366.318	00367.288	00368.243	00369.203	cell = 360 to 367
00370.177	00371.178	00372.206	00373.226	00374.247	00375.252	00376.269	00377.277	cell = 368 to 375
00378.264	00379.237	00380.196	00381.171	00382.165	00383.160	00384.141	00385.104	cell = 376 to 383
00386.068	00387.026	00387.995	00388.971	00389.965	00390.945	00391.927	00392.891	cell = 384 to 391
00393.855	00394.836	00395.805	00396.773	00397.748	00398.725	00399.715	00400.680	cell = 392 to 399
00401.628	00402.581	00403.532	00404.508	00405.502	00406.509	00407.513	00408.485	cell = 400 to 407
00409.430	00410.385	00411.346	00412.320	00413.306	00414.292	00415.288	00416.295	cell = 408 to 415
00417.284	00418.275	00419.269	00420.266	00421.261	00422.261	00423.260	00424.247	cell = 416 to 423
00425.211	00426.154	00427.110	00428.089	00429.101	00430.086	00431.073	00432.059	cell = 424 to 431
00433.050	00434.013	00434.965	00435.905	00436.858	00437.789	00438.715	00439.656	cell = 432 to 439
00440.630	00441.622	00442.617	00443.615	00444.626	00445.649	00446.677	00447.685	cell = 440 to 447
00448.679	00449.693	00450.707	00451.708	00452.689	00453.690	00454.666	00455.660	cell = 448 to 455
00456.652	00457.667	00458.674	00459.669	00460.641	00461.606	00462.579	00463.558	cell = 456 to 463
00464.534	00465.510	00466.486	00467.468	00468.455	00469.429	00470.399	00471.370	cell = 464 to 471
00472.356	00473.343	00474.354	00475.384	00476.412	00477.426	00478.420	00479.413	cell = 472 to 479
00480.423	00481.437	00482.442	00483.450	00484.445	00485.436	00486.412	00487.392	cell = 480 to 487
00488.370	00489.347	00490.337	00491.330	00492.312	00493.299	00494.256	00495.198	cell = 488 to 495
00496.152	00497.128	00498.128	00499.132	00500.130	00501.123	00502.110	00503.085	cell = 496 to 503
00504.056	00505.028	00506.001	00506.978	00507.957	00508.940	00509.908	00510.882	cell = 504 to 511
00511.853	00512.815	00513.803	00514.809	00515.802	00516.758	00517.705	00518.658	cell = 512 to 519
00519.614	00520.574	00521.527	00522.485	00523.452	00524.429	00525.421	00526.438	cell = 520 to 527
00527.436	00528.425	00529.416	00530.405	00531.391	00532.385	00533.384	00534.380	cell = 528 to 535
00535.369	00536.378	00537.407	00538.428	00539.435	00540.427	00541.421	00542.408	cell = 536 to 543
00543.388	00544.354	00545.309	00546.275	00547.266	00548.271	00549.271	00550.279	cell = 544 to 551
00551.296	00552.300	00553.284	00554.268	00555.261	00556.245	00557.217	00558.185	cell = 552 to 559
00559.159	00560.148	00561.158	00562.194	00563.230	00564.259	00565.284	00566.274	cell = 560 to 567
00567.235	00568.206	00569.223	00570.213	00571.196	00572.178	00573.168	00574.152	cell = 568 to 575
00575.133	00576.105	00577.088	00578.078	00579.081	00580.099	00581.098	00582.075	cell = 576 to 583
00583.045	00584.014	00584.997	00586.005	00587.006	00587.974	00588.936	00589.912	cell = 584 to 591
00590.896	00591.883	00592.870	00593.852	00594.827	00595.821	00596.823	00597.820	cell = 592 to 599
00598.791	00599.748	00600.718	00601.688	00602.667	00603.660	00604.656	00605.628	cell = 600 to 607
00606.598	00607.599	00608.598	00609.578	00610.561	00611.546	00612.534	00613.504	cell = 608 to 615
00614.477	00615.443	00616.423	00617.401	00618.386	00619.385	00620.379	00621.377	cell = 616 to 623
00622.400	00623.405	00624.399	00625.392	00626.375	00627.341	00628.312	00629.292	cell = 624 to 631
00630.281	00631.249	00632.218	00633.213	00634.223	00635.228	00636.225	00637.214	cell = 632 to 639
00638.206	00639.207	00640.200	00641.157	00642.103	00643.053	00644.015	00644.979	cell = 640 to 647
00645.971	00646.970	00647.972	00648.963	00649.957	00650.974	00651.999	00653.008	cell = 648 to 655
00653.990	00654.972	00655.953	00656.939	00657.913	00658.875	00659.826	00660.780	cell = 656 to 663
00661.740	00662.719	00663.712	00664.690	00665.658	00666.627	00667.617	00668.612	cell = 664 to 671
00669.600	00670.573	00671.540	00672.509	00673.497	00674.480	00675.465	00676.444	cell = 672 to 679
00677.414	00678.406	00679.422	00680.448	00681.468	00682.463	00683.451	00684.442	cell = 680 to 687
00685.448	00686.420	00687.388	00688.357	00689.333	00690.314	00691.294	00692.283	cell = 688 to 695
00693.273	00694.275	00695.280	00696.266	00697.250	00698.218	00699.184	00700.155	cell = 696 to 703
00701.147	00702.159	00703.161	00704.154	00705.132	00706.118	00707.123	00708.128	cell = 704 to 711
00709.143	00710.157	00711.157	00712.137	00713.114	00714.083	00715.058	00716.052	cell = 712 to 719
00717.051	00718.075	00719.083	00720.054	00721.003	00721.970	00722.953	00723.946	cell = 720 to 727
00724.951	00725.927	00726.905	00727.863	00728.821	00729.772	00730.742	00731.728	cell = 728 to 735
00732.726	00733.736	00734.744	00735.728	00736.699	00737.651	00738.617	00739.606	cell = 736 to 743
00740.604	00741.608	00742.609	00743.596	00744.588	00745.603	00746.607	00747.611	cell = 744 to 751
00748.615	00749.629	00750.626	00751.606	00752.572	00753.543	00754.527	00755.513	cell = 752 to 759
00756.517	00757.540	00758.549	00759.534	00760.499	00761.467	00762.431	00763.390	cell = 760 to 767
00764.339	00765.291	00766.262	00767.246	00768.247	00769.227	00770.214	00771.212	cell = 768 to 775
00772.218	00773.204	00774.183	00775.169	00776.128	00777.099	00778.078	00779.051	cell = 776 to 783
00780.064	00781.084	00782.112	00783.148	00784.199	00785.244	00786.271	00787.279	cell = 784 to 791
00788.308	00789.334	00790.364	00791.385	00792.402	00793.439	00794.475	00795.520	cell = 792 to 799
00796.551	00797.574	00798.594	00799.601	00800.596	00801.583	00802.563	00803.539	cell = 800 to 807
00804.514	00805.504	00806.504	00807.529	00808.551	00809.595	00810.621	00811.656	cell = 808 to 815
00812.679	00813.699	00814.704	00815.710	00816.741	00817.751	00818.749	00819.778	cell = 816 to 823
00820.805	00821.818	00822.834	00823.868	00824.913	00825.943	00826.971	00827.951	cell = 824 to 831
00828.909	00829.896	00830.904	00831.916	00832.914	00833.920	00834.927	00835.922	cell = 832 to 839
00836.920	00837.945	00838.975	00840.032	00841.122	00842.201	00843.254	00844.274	cell = 840 to 847
00845.260	00846.245	00847.245	00848.266	00849.247	00850.234	00851.227	00852.233	cell = 848 to 855
00853.257	00854.279	00855.310	00856.363	00857.390	00858.406	00859.385	00860.347	cell = 856 to 863
00861.311	00862.282	00863.264	00864.270	00865.288	00866.315	00867.353	00868.399	cell = 864 to 871
00869.440	00870.477	00871.491	00872.508	00873.539	00874.568	00875.601	00876.646	cell = 872 to 879
00877.698	00878.757	00879.803	00880.823	00881.835	00882.846	00883.851	00884.873	cell = 880 to 887
00885.888	00886.892	00887.890	00888.898	00889.912	00890.920	00891.922	00892.927	cell = 888 to 895
00893.910	00894.881	00895.849	00896.809	00897.783	00898.774	00899.797	00900.842	cell = 896 to 903
00901.887	00902.914	00903.929	00904.940	00905.973	00906.989	00908.000	00909.024	cell = 904 to 911
00910.075	00911.130	00912.173	00913.225	00914.271	00915.322	00916.367	00917.399	cell = 912 to 919
00918.409	00919.404	00920.408	00921.422	00922.457	00923.505	00924.530	00925.554	cell = 920 to 927
00926.602	00927.646	00928.677	00929.676	00930.652	00931.648	00932.651	00933.646	cell = 928 to 935
00934.637	00935.617	00936.607	00937.614	00938.636	00939.661	00940.676	00941.671	cell = 936 to 943
00942.663	00943.683	00944.722	00945.761	00946.788	00947.807	00948.818	00949.833	cell = 944 to 951
00950.829	00951.832	00952.830	00953.840	00954.875	00955.913	00956.943	00957.973	cell = 952 to 959
00959.003	00960.017	00961.047	00962.075	00963.080	00964.066	00965.050	00966.027	cell = 960 to 967
00966.993	00967.989	00969.011	00970.042	00971.083	00972.124	00973.158	00974.178	cell = 968 to 975
00975.204	00976.227	00977.240	00978.245	00979.274	00980.307	00981.317	00982.319	cell = 976 to 983
00983.329	00984.351	00985.384	00986.432	00987.480	00988.507	00989.508	00990.511	cell = 984 to 991
00991.508	00992.526	00993.540	00994.541	00995.542	00996.546	00997.559	00998.566	cell = 992 to 999
